item,Open,Close,Volume
771,86.93,84.360001,3469100
772,84.949997,85.639999,3590600
773,85.120003,84.029999,3837500
774,84.419998,85.830002,3088500
775,86.25,87.919998,3501300
776,89.18,87.339996,2764100
777,88.110001,88.470001,2102000
778,88.599998,88.150002,2386500
779,87.510002,87.360001,2670500
780,87.739998,87.519997,2573800
781,87.519997,87.959999,1829800
782,88.059998,89.089996,1931300
783,89.089996,89.790001,1774400
784,89.629997,89.300003,1915900
785,89,89.43,1508900
786,89.529999,90.269997,1751700
787,90.019997,90.489998,2950600
788,90.599998,90.57,1579000
789,90.169998,90.849998,1592000
790,90.639999,90.599998,1732900
791,90.82,90.300003,2156800
792,90.050003,90.029999,1686100
793,90.029999,91.18,1975000
794,91.18,90.839996,2888300
795,90.830002,90.910004,2728800
796,91.309998,92.050003,3019600
797,91.620003,90.669998,3735000
798,90.730003,90.790001,1464200
799,89.959999,88.059998,3230200
800,88.290001,86.860001,4320400
801,87.029999,88.199997,2164100
802,88.18,87.870003,3617200
803,88.32,88.910004,2246000
804,88.349998,88.839996,2210900
805,88.800003,90.93,2664900
806,90.889999,90.190002,2658500
807,90.889999,91.480003,3558200
808,91.379997,91.540001,1916200
809,91.489998,89.410004,2948600
810,89.410004,88.209999,3607100
811,91.510002,94.169998,7157000
812,93.919998,93.940002,4352000
813,94.150002,94.419998,3333100
814,94.010002,93.690002,2708600
815,93.559998,93.559998,2736100
816,93.699997,94.18,2145700
817,93.459999,95.690002,2563700
818,95.639999,96.389999,4232700
819,95.459999,95.120003,2651600
820,95.400002,95.470001,1952200
821,95.449997,94.690002,2158000
822,94.339996,93.489998,2443900
823,93.57,93.809998,2087000
824,94.269997,94.160004,2093900
825,93.910004,94.059998,1934800
826,93.290001,92.389999,2647800
827,92.989998,93.269997,3294400
828,93.910004,93,1949800
829,93.339996,93.379997,1896200
830,93.379997,93.839996,2165500
831,93.290001,93.400002,2249800
832,94.029999,93.760002,2155500
833,93.599998,94.419998,1976300
834,94.25,93.650002,1701900
835,93.230003,92.650002,1804800
836,93.32,93.360001,1851300
837,93.839996,94.440002,1990600
838,94.440002,93.650002,1769000
839,93.660004,93,2386600
840,92.93,94.489998,2466600
841,95.57,95.889999,2411700
842,95.5,96.010002,2837700
843,95.309998,95.419998,2065100
844,95.599998,95.68,1784400
845,96.139999,96.980003,1504600
846,96.830002,97.019997,2578500
847,96.610001,97.459999,2110900
848,97.709999,97.18,1672000
849,97.330002,97.050003,1441100
850,96.779999,96.830002,1677800
851,96.5,96.389999,2083000
852,96.870003,96.089996,2397400
853,96.309998,96.769997,1513600
854,96.699997,96.910004,1202700
855,96.779999,96.040001,1713800
856,96.18,96.190002,1422100
