item,Open,Close,Volume
550,48.757999,47.557999,31181500
551,47.057999,46.194,41448500
552,46.990002,46.796001,29563000
553,47.389999,48.007999,31211500
554,48.278,47.167999,25356500
555,47.231998,46.981998,19089500
556,47.203999,45.778,41084500
557,45.950001,44.034,56644000
558,44.827999,44.088001,39327000
559,44.389999,42.591999,34536500
560,42.473999,41.464001,47478500
561,42.560001,42.473999,48424000
562,43.299999,41.689999,41900000
563,41.804001,43.394001,36857000
564,44,46.057999,53911500
565,46.060001,45.080002,54618500
566,45.202,42.445999,56728000
567,41.161999,41.504002,49277500
568,42.009998,43.091999,34446500
569,43.352001,43.386002,25789500
570,43.363998,40.838001,36057500
571,40.122002,40.756001,45336000
572,41.52,39.618,38515000
573,39.818001,38.782001,68296500
574,39.400002,39.821999,36011000
575,39.922001,39.624001,29634000
576,39.416,40.875999,26291000
577,41.271999,43.728001,49023500
578,43.265999,41.598,36478000
579,42.161999,41.571999,27476000
580,40.400002,39.970001,34983500
581,40,39.702,35210000
582,39.641998,41.383999,28895500
583,40.720001,41.577999,22203000
584,41.416,41.546001,27199500
585,41.720001,42.181999,20434000
586,41.896,43.321999,25735000
587,43.32,41.456001,28183500
588,41.928001,40.27,50896500
589,36.400002,35.717999,100283000
590,35.972,36.452,42476000
591,36.773998,36.933998,35011500
592,36.751999,38.032001,35486000
593,37.790001,38.124001,27033500
594,37.995998,37.717999,30202000
595,37.790001,38.312,22438500
596,38.144001,39.217999,22858500
597,39.388,39.060001,27730500
598,39.236,39.889999,26427000
599,40.07,40.976002,31072500
600,40.905998,41.459999,20034000
601,41.703999,42.312,26705500
602,42.004002,42.048,27475500
603,42.113998,42.048,18462500
604,42.060001,41.554001,27905500
605,41.466,40.939999,23340500
606,40.698002,40.987999,19304000
607,40.869999,40.798,17137000
608,40.894001,41.380001,20273000
609,41.950001,41.633999,15369000
610,41.59,41.062,14028500
611,40.886002,40.459999,17573500
612,40.299999,40.894001,19887500
613,41.02,40.703999,29968500
614,40.956001,41.284,17721500
615,41.352001,44.922001,66232000
616,44.821999,46.334,66524500
617,46.299999,45.424,34701000
618,45.776001,45.557999,43965500
619,45.703999,45.917999,24519500
620,45.902,47.444,38955500
621,47.793999,46.5,40379500
622,46.610001,47.377998,29008000
623,47.433998,47.119999,25607000
624,46.938,47.812,28175000
625,47.91,48.012001,24143000
626,48.492001,47.944,21680500
627,48.132,45.886002,40137000
628,46.257999,45.849998,25833500
629,45.5,44.532001,29468500
630,43.73,43.813999,39181000
631,44.254002,44.612,20577000
632,43.436001,43.891998,24319500
633,44.122002,43.625999,16511500
634,43.998001,45.34,36016000
635,45.346001,43.916,28592500
636,44.363998,43.431999,20222500
637,43.231998,43.080002,23247000
638,43.189999,44.004002,21268500
639,43.450001,44.108002,19111000
640,44.438,43.916,13650000
641,44.001999,44.498001,15416500
642,44.650002,44.708,16227500
643,44.543999,44.714001,15435500
644,44.849998,44.964001,32571500
645,45.321999,45.001999,16912000
646,44.383999,45.784,24639000
647,45.852001,44.66,38745500
648,45.217999,46.653999,59479000
649,46.875999,47.703999,29798500
650,47.493999,47.698002,26943000
651,47.779999,49.785999,46246500
652,50.023998,50.478001,37394500
653,50.231998,49.625999,25450500
654,51.096001,51.863998,40506500
655,51.616001,51.992001,31911500
656,52.402,52.062,34663000
657,52.498001,52.276001,20633000
658,52.296001,52.402,19339500
659,52.650002,51.987999,29246000
660,51.773998,51.352001,26674000
661,50.933998,51.141998,15139500
662,51.304001,50.868,14578000
663,50.908001,51.355999,14167000
664,51.638,52.509998,21590500
665,52.995998,52.348,19090000
666,52.700001,52.650002,14925500
667,52.377998,52.771999,14224500
668,53.740002,53.939999,32235500
669,55.099998,56.824001,49262000
670,57.534,56.237999,33861500
671,56.801998,57.208,41708500
672,56.509998,55.478001,55849500
673,55.523998,56.422001,27508000
674,56.598,55.695999,22794000
675,55.900002,56.220001,18906500
676,56.091999,56.062,18830500
677,56.099998,55.84,16623000
678,54.874001,50.771999,82277000
679,51.029999,52.147999,41500500
680,52.481998,52.276001,25888500
681,52.672001,52.764,18463000
682,51.598,51.863998,34054500
683,51,50.006001,41070500
684,49.043999,50.082001,28293500
685,50.223999,50.428001,18747500
686,50.504002,49.389999,24171000
687,49.650002,49.32,18977000
688,48.799999,49.051998,24263500
689,49.383999,48.535999,21191500
690,48.439999,48.048,29708500
691,50.040001,50.284,44991000
692,50.612,51.042,27031500
693,51.826,52.124001,38566500
694,51.706001,51.914001,22427500
695,52.02,51.855999,25275500
696,52.450001,51.402,36806500
697,48.928001,47.382,64441500
698,47.714001,44.917999,56343500
699,45.650002,45.411999,35526500
700,44,45.939999,45736500
701,43.944,45.27,26996500
702,46.675999,45.495998,52747000
703,45.344002,46.094002,17472000
704,46.854,47.068001,20651500
705,46.638,46.220001,20583000
706,46.931999,47.057999,17462000
707,47.254002,47.048,17316500
708,46.849998,44.334,47766500
709,45.919998,48.554001,52581500
710,48.226002,47.619999,24812500
711,47.627998,47.731998,16142000
712,48.501999,48.34,18876500
713,48.599998,48.518002,21019000
714,48.098,47.785999,18413000
715,48.200001,46.194,45229500
716,46.897999,48.243999,76773500
717,48.438,48.040001,25805000
718,47.821999,48.386002,22886000
719,48.509998,50.216,39744000
720,49.944,49.82,29354000
721,50.124001,50.34,31180000
722,50,51.736,30505500
723,51.498001,50.796001,20128500
724,51.172001,51.540001,22365000
725,50.122002,49.548,39592500
726,49.59,49.742001,17936000
727,50.442001,48.556,37425500
728,49.040001,49.344002,23948500
729,49.470001,49.618,15799000
730,49.667999,49.688,9906000
731,49.07,48.903999,10598500
732,48.231998,46.327999,43097000
733,46.914001,46.285999,29435000
734,45.25,45.860001,26538500
735,45.720001,45.655998,19278000
736,45.734001,44.742001,30318000
737,44.307999,42.872002,46128000
738,41.868,43.377998,47157500
739,42.826,41.967999,36570500
740,42.105999,41.776001,33472000
741,40.964001,41.400002,35869000
742,41.858002,40.807999,26091500
743,40.178001,39.562,42130500
744,38.612,41.164001,36839000
745,42.476002,43.652,37416500
746,44.037998,43.858002,34552500
747,44,44.52,23997000
748,44.762001,44.194,22528500
749,43.953999,44.452,6661000
750,44.301998,45.563999,16635000
